,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Tuvalu,Long-term average annual precipitation in depth (mm/year),,,,,,,,,,,,
Tuvalu,Surface water produced internally (10^9 m3/year),,,,,,,,,,,,
Tuvalu,Groundwater produced internally (10^9 m3/year),,,,,,,,,,,,
Tuvalu,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tuvalu,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,Total renewable water resources per capita (m3/inhab/year),,,,,,,,,,,,
Tuvalu,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Tuvalu,Total water withdrawal (10^9 m3/year),,,,,,,,,,,,
Tuvalu,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tuvalu,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,,,,
Tuvalu,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,,,,
Tuvalu,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,,,,
Tuvalu,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tuvalu,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,,,,,
Tuvalu,SDG 6.4.2. Water Stress (%),,,,,,,,,,,,
Tuvalu,Total population with access to safe drinking-water (JMP) (%),,,,,,,90.7,92.8,94.8,96.9,97.7,97.7
Tuvalu,Rural population with access to safe drinking-water (JMP) (%),,,,,,,89.4,91.7,93.9,96.1,97.0,97.0
Tuvalu,Urban population with access to safe drinking-water (JMP) (%),,,,,,,92.3,94.1,95.8,97.6,98.3,98.3
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Uganda,Total population (1000 inhab),7240.0,8581.0,9988.0,11471.0,13318.0,15668.0,18572.0,21680.0,25356.0,29992.0,35401.0,39032.0
Uganda,Population density (inhab/km2),29.97,35.52,41.35,47.49,55.14,64.86,76.89,89.75,105.0,124.2,146.6,161.6
Uganda,GDP per capita (current US$/inhab),62.04,112.7,149.3,256.0,163.5,400.1,153.9,289.2,243.7,409.9,656.4,675.6
Uganda,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.3082,,0.3932,,476,0.4827
Uganda,Long-term average annual precipitation in depth (mm/year),1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0
Uganda,Surface water produced internally (10^9 m3/year),39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
Uganda,Groundwater produced internally (10^9 m3/year),29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
Uganda,Total internal renewable water resources per capita (m3/inhab/year),5387.0,4545.0,3905.0,3400.0,2928.0,2489.0,2100.0,1799.0,1538.0,1300.0,1102.0,999.2
Uganda,Surface water: entering the country (total) (10^9 m3/year),21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1
Uganda,Surface water: leaving the country to other countries (total) (10^9 m3/year),37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
Uganda,Water resources: total external renewable (10^9 m3/year),21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1
Uganda,Dependency ratio (%),35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11
Uganda,Total renewable water resources per capita (m3/inhab/year),8301.0,7004.0,6017.0,5239.0,4513.0,3836.0,3236.0,2772.0,2370.0,2004.0,1698.0,1540.0
Uganda,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Uganda,Total water withdrawal (10^9 m3/year),,,0.2,,,,,,0.3174,,637,
Uganda,Agricultural water withdrawal as % of total water withdrawal (%),,,60.0,,,,,,37.81,,40.66,
Uganda,Industrial water withdrawal as % of total water withdrawal (%),,,8.0,,,,,,14.49,,7849,
Uganda,Municipal water withdrawal as % of total withdrawal (%),,,32.0,,,,,,47.7,,51.49,
Uganda,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,0.2,,,,,,0.3174,,637,
Uganda,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,0.3328,,,,,,0.5281,,1.06,
Uganda,Agricultural water withdrawal as % of total renewable water resources (%),,,0.1997,,,,,,0.1997,,0.4309,
Uganda,SDG 6.4.2. Water Stress (%),,,0.4181,,,,,,0.6635,,1332,
Uganda,Total population with access to safe drinking-water (JMP) (%),,,,,,,43.6,51.6,59.6,67.7,75.8,79.0
Uganda,Rural population with access to safe drinking-water (JMP) (%),,,,,,,39.0,47.4,55.8,64.1,72.5,75.8
Uganda,Urban population with access to safe drinking-water (JMP) (%),,,,,,,79.6,83.2,86.8,90.4,94.1,95.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
Ukraine,Total population (1000 inhab),,,,,,,51314.0,50096.0,47891.0,46249.0,45320.0,44824.0
Ukraine,Population density (inhab/km2),,,,,,,85.02,83.0,79.35,76.63,75.09,74.27
Ukraine,GDP per capita (current US$/inhab),,,,,,,1441.0,1001.0,885.2,3092.0,3883.0,2022.0
Ukraine,Human Development Index (HDI) [highest = 1] (-),,,,,,,,,0.6682,,0.7431,747
Ukraine,Long-term average annual precipitation in depth (mm/year),,,,,,,565.0,565.0,565.0,565.0,565.0,565.0
Ukraine,Surface water produced internally (10^9 m3/year),,,,,,,50.1,50.1,50.1,50.1,50.1,50.1
Ukraine,Groundwater produced internally (10^9 m3/year),,,,,,,22.0,22.0,22.0,22.0,22.0,22.0
Ukraine,Total internal renewable water resources per capita (m3/inhab/year),,,,,,,1074.0,1100.0,1151.0,1191.0,1216.0,1229.0
Ukraine,Surface water: entering the country (total) (10^9 m3/year),,,,,,,36.13,36.13,36.13,36.13,36.13,36.13
Ukraine,Surface water: leaving the country to other countries (total) (10^9 m3/year),,,,,,,28.9,28.9,28.9,28.9,28.9,28.9
Ukraine,Water resources: total external renewable (10^9 m3/year),,,,,,,120.2,120.2,120.2,120.2,120.2,120.2
Ukraine,Dependency ratio (%),,,,,,,68.57,68.57,68.57,68.57,68.57,68.57
Ukraine,Total renewable water resources per capita (m3/inhab/year),,,,,,,3416.0,3499.0,3660.0,3790.0,3868.0,3911.0
Ukraine,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
Ukraine,Total water withdrawal (10^9 m3/year),,,,,,,26.0,,18.28,15.08,14.85,
Ukraine,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,30.25,,30.01,30.01,29.99,
Ukraine,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,51.92,,51.89,48.01,47.99,
Ukraine,Municipal water withdrawal as % of total withdrawal (%),,,,,,,17.83,,18.11,22.0,21.99,
Ukraine,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,26.0,,18.28,15.08,14.85,
Ukraine,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,14.83,,10.43,8602,8471,
Ukraine,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,4487,,3129,2581,2541,
Ukraine,SDG 6.4.2. Water Stress (%),,,,,,,24.35,,17.12,14.12,13.91,
Ukraine,Total population with access to safe drinking-water (JMP) (%),,,,,,,,97.5,97.4,97.0,96.5,96.2
Ukraine,Rural population with access to safe drinking-water (JMP) (%),,,,,,,,92.4,93.7,95.2,96.8,97.8
Ukraine,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,99.3,97.8,96.4,95.5
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
United Arab Emirates,Total population (1000 inhab),112.2,171.8,324.1,722.8,1158.0,1519.0,2019.0,2595.0,3394.0,6010.0,8953.0,9157.0
United Arab Emirates,Population density (inhab/km2),1342,2055,3877,8646,13.85,18.17,24.15,31.04,40.6,71.89,107.1,109.5
United Arab Emirates,GDP per capita (current US$/inhab),,,,34410.0,40261.0,23953.0,26864.0,30381.0,32410.0,42928.0,41662.0,40406.0
United Arab Emirates,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7256,,0.7971,,0.8305,0.8355
United Arab Emirates,Long-term average annual precipitation in depth (mm/year),78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
United Arab Emirates,Surface water produced internally (10^9 m3/year),0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
United Arab Emirates,Groundwater produced internally (10^9 m3/year),0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
United Arab Emirates,Total internal renewable water resources per capita (m3/inhab/year),1337.0,873.1,462.8,207.5,129.5,98.75,74.29,57.8,44.2,24.96,16.75,16.38
United Arab Emirates,Surface water: entering the country (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Surface water: leaving the country to other countries (total) (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Water resources: total external renewable (10^9 m3/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Dependency ratio (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Total renewable water resources per capita (m3/inhab/year),1337.0,873.1,462.8,207.5,129.5,98.75,74.29,57.8,44.2,24.96,16.75,16.38
United Arab Emirates,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
United Arab Emirates,Total water withdrawal (10^9 m3/year),,,,,0.9,,,2108,2904,3998,,
United Arab Emirates,Agricultural water withdrawal as % of total water withdrawal (%),,,,,80.0,,,66.79,78.48,82.84,,
United Arab Emirates,Industrial water withdrawal as % of total water withdrawal (%),,,,,9.0,,,9488,3833,1726,,
United Arab Emirates,Municipal water withdrawal as % of total withdrawal (%),,,,,11.0,,,23.72,17.69,15.43,,
United Arab Emirates,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,0.9,,,1723,2334,2.8,,
United Arab Emirates,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,600.0,,,1149.0,1556.0,1867.0,,
United Arab Emirates,Agricultural water withdrawal as % of total renewable water resources (%),,,,,480.0,,,938.7,1519.0,2208.0,,
United Arab Emirates,SDG 6.4.2. Water Stress (%),,,,,754.4,,,1444.0,1956.0,2347.0,,
United Arab Emirates,Total population with access to safe drinking-water (JMP) (%),,,,,,,99.7,99.7,99.7,99.6,99.6,99.6
United Arab Emirates,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
United Arab Emirates,Urban population with access to safe drinking-water (JMP) (%),,,,,,,99.6,99.6,99.6,99.6,99.6,99.6
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
United Kingdom,Total population (1000 inhab),53147.0,54905.0,55927.0,56225.0,56250.0,56649.0,57419.0,58264.0,59301.0,61152.0,63574.0,64716.0
United Kingdom,Population density (inhab/km2),218.2,225.4,229.6,230.8,230.9,232.5,235.7,239.2,243.4,251.0,261.0,265.7
United Kingdom,GDP per capita (current US$/inhab),1517.0,2022.0,3040.0,4678.0,9156.0,13151.0,20551.0,24887.0,28330.0,48568.0,41369.0,44039.0
United Kingdom,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.7732,,0.8654,,0.9014,0.9067
United Kingdom,Long-term average annual precipitation in depth (mm/year),1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0
United Kingdom,Surface water produced internally (10^9 m3/year),144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2
United Kingdom,Groundwater produced internally (10^9 m3/year),9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
United Kingdom,Total internal renewable water resources per capita (m3/inhab/year),2728.0,2641.0,2593.0,2579.0,2578.0,2560.0,2525.0,2489.0,2445.0,2371.0,2281.0,2241.0
United Kingdom,Surface water: entering the country (total) (10^9 m3/year),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
United Kingdom,Surface water: leaving the country to other countries (total) (10^9 m3/year),3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
United Kingdom,Water resources: total external renewable (10^9 m3/year),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
United Kingdom,Dependency ratio (%),1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361
United Kingdom,Total renewable water resources per capita (m3/inhab/year),2766.0,2677.0,2628.0,2614.0,2613.0,2595.0,2560.0,2523.0,2479.0,2404.0,2312.0,2271.0
United Kingdom,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
United Kingdom,Total water withdrawal (10^9 m3/year),,,,,13.51,11.53,12.05,12.12,15.81,8513,8214,
United Kingdom,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,5544,14.22,8273,15.62,12.77,
United Kingdom,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,45.48,14.01,,
United Kingdom,Municipal water withdrawal as % of total withdrawal (%),,,,,51.63,61.95,,,46.25,70.36,71.41,
United Kingdom,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,13.48,11.5,12.02,12.09,15.78,8.48,8017,
United Kingdom,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,9.17,7823,8177,8224,10.73,5769,5454,
United Kingdom,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,0.4545,1172,0.8898,0.9048,0.7136,
United Kingdom,SDG 6.4.2. Water Stress (%),,,,,16.26,13.88,14.5,14.59,19.04,10.23,9673,
United Kingdom,Total population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
United Kingdom,Rural population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
United Kingdom,Urban population with access to safe drinking-water (JMP) (%),,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
United Republic of Tanzania,Total population (1000 inhab),10684.0,12406.0,14506.0,17018.0,19895.0,23204.0,27204.0,31534.0,35855.0,41522.0,48646.0,53470.0
United Republic of Tanzania,Population density (inhab/km2),11.28,13.1,15.31,17.96,21.0,24.49,28.72,33.29,37.85,43.83,51.35,56.44
United Republic of Tanzania,GDP per capita (current US$/inhab),,,,,,,169.1,243.7,301.4,517.8,803.5,839.6
United Republic of Tanzania,Human Development Index (HDI) [highest = 1] (-),,,,,,,0.3694,,392,,0.5104,0.5212
United Republic of Tanzania,Long-term average annual precipitation in depth (mm/year),1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0,1071.0
United Republic of Tanzania,Surface water produced internally (10^9 m3/year),80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
United Republic of Tanzania,Groundwater produced internally (10^9 m3/year),30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
United Republic of Tanzania,Total internal renewable water resources per capita (m3/inhab/year),7862.0,6771.0,5791.0,4936.0,4222.0,3620.0,3088.0,2664.0,2343.0,2023.0,1727.0,1571.0
United Republic of Tanzania,Surface water: entering the country (total) (10^9 m3/year),12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27
United Republic of Tanzania,Surface water: leaving the country to other countries (total) (10^9 m3/year),15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64,15.64
United Republic of Tanzania,Water resources: total external renewable (10^9 m3/year),12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27
United Republic of Tanzania,Dependency ratio (%),12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75
United Republic of Tanzania,Total renewable water resources per capita (m3/inhab/year),9011.0,7760.0,6637.0,5657.0,4839.0,4149.0,3539.0,3053.0,2685.0,2319.0,1979.0,1800.0
United Republic of Tanzania,Total exploitable water resources (10^9 m3/year),,,,,,,,,,,,
United Republic of Tanzania,Total water withdrawal (10^9 m3/year),,,,,,,,,5184,,,
United Republic of Tanzania,Agricultural water withdrawal as % of total water withdrawal (%),,,,,,,,,89.35,,,
United Republic of Tanzania,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,,,0.4823,,,
United Republic of Tanzania,Municipal water withdrawal as % of total withdrawal (%),,,,,,,,,10.17,,,
United Republic of Tanzania,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,,,,,5184,,,
United Republic of Tanzania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,,,,,5385,,,
United Republic of Tanzania,Agricultural water withdrawal as % of total renewable water resources (%),,,,,,,,1.08,4811,,,
United Republic of Tanzania,SDG 6.4.2. Water Stress (%),,,,,,,,,7447,,,
United Republic of Tanzania,Total population with access to safe drinking-water (JMP) (%),,,,,,,54.0,54.3,54.4,54.9,55.4,55.6
United Republic of Tanzania,Rural population with access to safe drinking-water (JMP) (%),,,,,,,45.2,45.3,45.4,45.4,45.5,45.5
United Republic of Tanzania,Urban population with access to safe drinking-water (JMP) (%),,,,,,,90.5,87.6,84.7,81.8,78.9,77.2
,,,,,,,,,,,,,
,,1958-1962,1963-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017
United States of America,Total population (1000 inhab),191861.0,203713.0,213220.0,223091.0,233954.0,245425.0,257908.0,272883.0,288471.0,301656.0,314799.0,321774.0
United States of America,Population density (inhab/km2),19.93,21.16,22.14,23.17,24.3,25.49,26.78,28.34,29.95,31.32,32.02,32.73
United States of America,GDP per capita (current US$/inhab),3153.0,4231.0,6003.0,9368.0,14276.0,19843.0,25358.0,31552.0,38132.0,48068.0,51461.0,55629.0
United States of America,Human Development Index (HDI) [highest = 1] (-),,,,,,,859,,0.8832,,0.9115,915
United States of America,Long-term average annual precipitation in depth (mm/year),715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0,715.0
United States of America,Surface water produced internally (10^9 m3/year),2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0,2662.0
United States of America,Groundwater produced internally (10^9 m3/year),1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0,1383.0
United States of America,Total internal renewable water resources per capita (m3/inhab/year),14688.0,13833.0,13216.0,12632.0,12045.0,11482.0,10926.0,10327.0,9769.0,9342.0,8952.0,8758.0
United States of America,Surface water: entering the country (total) (10^9 m3/year),251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0
United States of America,Surface water: leaving the country to other countries (total) (10^9 m3/year),10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
United States of America,Water resources: total external renewable (10^9 m3/year),251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0
United States of America,Dependency ratio (%),8179,8179,8179,8179,8179,8179,8179,8179,8179,8179,8179,8179
United States of America,Total renewable water resources per capita (m3/inhab/year),15996.0,15065.0,14394.0,13757.0,13118.0,12505.0,11900.0,11247.0,10639.0,10174.0,9749.0,9538.0
United States of America,Total exploitable water resources (10^9 m3/year),1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,
United States of America,Total water withdrawal (10^9 m3/year),,,,,517.7,,559.3,,559.3,562.4,485.6,
United States of America,Agricultural water withdrawal as % of total water withdrawal (%),,,,,22.62,,34.81,,35.13,34.12,36.06,
United States of America,Industrial water withdrawal as % of total water withdrawal (%),,,,,,,54.34,,53.42,54.25,51.15,
United States of America,Municipal water withdrawal as % of total withdrawal (%),,,,,,,10.85,,11.44,11.64,12.79,
United States of America,Total freshwater withdrawal (primary and secondary) (10^9 m3/year),,,,,517.6,,465.1,,473.5,478.6,418.7,
United States of America,MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%),,,,,16.87,,15.15,,15.43,15.59,13.64,
United States of America,Agricultural water withdrawal as % of total renewable water resources (%),,,3262,3.47,3816,,6344,,6403,6253,5705,
United States of America,SDG 6.4.2. Water Stress (%),,,,,27.95,,25.11,,25.57,25.84,22.61,
United States of America,Total population with access to safe drinking-water (JMP) (%),,,,,,,98.5,98.7,98.9,99.0,99.1,99.2
United States of America,Rural population with access to safe drinking-water (JMP) (%),,,,,,,94.4,95.3,96.2,97.1,98.0,98.2
